编号,酒店名称,评论信息,备注,评论人,评论日期,评分,情感倾向
795,亚朵酒店,"1217房半夜十二点，凌晨四点，早上七点，间隔几分钟一次，隔壁房间只要用水和关水，都有噔噔，或噔噔噔的声音，像敲门声，声音绝对可以把你从梦中吵醒的那种。_x000D_
房间被子有血迹污垢，电话半小时后小哥拿了一条没有套好的还有污迹的被子来说帮忙房间里换被套？？！！酒店就没有多一条被子了吗？",,雪xx晨,2022-08-13,1,负向
796,亚朵酒店,太多问题了，非必要不建议入住，灯全部开完了都不够亮，设施陈旧，墙皮靠床都掉皮了，暖气也不暖，厕所还没有衣服的挂钩，淋浴的地板像是架空上去的，站上去很没有安全感，WiFi也是很卡很慢的，这个价钱真的不值??,,凯xx秀云,2022-11-14,1,负向
797,亚朵酒店,蜘蛛网、墙皮脱落、暗房？房间还巨吵……这不不合适吧？还是来福士广场旁边的酒店….,,帅xx淑华,2022-07-15,1,负向
798,亚朵酒店,一家可怕的酒店，服务太多又不好，我入住的房间，别人也有你的房卡，当我出去逛街回来的时候发现房门被开着，还有房卡在里面，前台更搞笑了，一个说法也没有，酒店也没个值班主管或者经理，直到我退房了，也人给我一个说法，我在前台等说法，他就一直忙着，真有意思，同时还有人也是出现房间里的咖啡被喝了，床被用过了，有的反应空调不行，有的说洗手间厕所坏了，花晒也是坏的，希望以后大家能不去就不去这家吧！,,兰英xx婷婷,2022-01-04,1,负向
799,亚朵酒店,房间卫生打扫的不咋样，灯上有遗留的的不知什么东西，窗外不知道是什么设备，一直在响，太吵了，影响睡眠，下次不会再住了。,,冬梅xx超,2022-08-25,1,负向
800,亚朵酒店,地理位置没话说，步行两分钟到南京东路步行街。十五分钟到外滩。但是有几点，定的钟点房，7点58到前台办理入住。前台说一定要到八点。因为就几分钟所以我就站在前台玩手机。被人插队，办理入住前后花了半个小时。垃圾。室内设备肉眼可见的差，中央空调不给力。大厅里面睡着几个满身异味的男士。,,欢xx明,2022-01-12,1,负向
801,亚朵酒店,"一.酒店优点_x000D_
1.酒店地理位置特别好，距南京路步行街600米，距外滩1.3km，周边吃东西非常方便。_x000D_
2.酒店室内的环境很好，如图。_x000D_
3.吹风筒风力很好。_x000D_
4.酒店内是智能马桶，跟赞_x000D_
5.电视是智能电视_x000D_
6.入住时因为带孩子订的2间房，为了能挨着，店长帮忙升级了1间房，非常感谢。_x000D_
二.缺点_x000D_
1.洗漱用品牙刷质量有点一般_x000D_
2.洗发水用后头发非常毛糙干燥_x000D_
3.没有提供护发素。_x000D_
4.酒店有噪音，排风声音大，半夜下水声音大_x000D_
5.第一天晚上1点多停水了，第二天因一觉到天亮夜间不知道是否停水_x000D_
6.未到房期，门卡每天自动停用，必须天天续，难以理解_x000D_
7.酒店洗漱杯非常脆弱，孩子刷牙，因为牙缸太大，碰在水池里，牙缸就碎了，亲眼目睹不是强烈撞击，一碰洗手盆就碎了。作为家长很后怕。第二天第一时间跟酒店说明了情况并主动赔付，赔付价格我有点差异，网上同款杯子4-5元，酒店收取15元，不过是我们弄坏的，不做还价正常赔付。同时跟酒店沟通，请收走玻璃杯，并提供一次性纸杯，店长说可以，但玻璃杯收走了，纸杯未提供。_x000D_
三.总体来说酒店性价比中等偏上，但服务还是需要加强。_x000D_
本想续住2晚，但同房型价格因5.1假期翻长一倍，换了酒店。对价格翻长情况在情理之中，到翻长程度在意料之外。_x000D_
四.关于本次行程给大家几点提示_x000D_
1.抖音上很多说可以不用做游轮，可以坐2元轮渡，注意 注意 注意 2元轮渡到晚上6:30停运。所以想看夜景的只能游轮_x000D_
2.外滩观光巴士很多，分三家，一定要提前做好功课，网上买票一般便宜2元，申城巴士只有1 2号线，没有露天双层巴士，我家孩子比较失望。露天巴士野生半露，能不能抢到座位看运气了_x000D_
3.上海人真的特别多，东方明珠自助餐，博物馆，天文馆等一定提前十多天购票，否则约不上",,秀英xx桂芳,2022-04-07,1,负向
802,亚朵酒店,"地段?_x000D_
_x000D_
房间设施?就是淋浴头有点塑料感，手感不太好。_x000D_
_x000D_
房间灯光太暗了… 拖鞋也是深色系的，差点没找到拖鞋…_x000D_
_x000D_
其他都?",,秀英xx萍,2022-04-26,1,负向
803,亚朵酒店,房间内超级阴暗，卫生很差劲，屋里还有脱落的墙皮，洗浴间里仍留有上位客人留下的使用过的香皂甚是恶心，望大家慎入住！,,宇xx凤兰,2022-04-19,1,负向
804,亚朵酒店,"这个酒店前台服务人员态度有很大问题，第一天住读后我在房间给前台打了n个电话都无人接听，然后第二天的答复是前一天马上给我回电话了被我挂掉，我是一个人住的，前台一定说是我带着小孩，电话是小孩挂的，没接电话还要撒谎，无法理解。_x000D_
前台工作人员有不戴口罩的，提醒了之后强词夺理说现在早就没有疫情了，为什么要戴？工作失误之后，非常阴阳怪气对我说“对不起，行了吧？”，这样的服务态度不知道是怎么培训和管理的。_x000D_
第一天下午入住之后，发现书桌下面的垃圾桶里有之前客人留下没有清理干净的N95口罩。_x000D_
卫生间的电源口不仅没有保护罩，卫生间空气潮湿，这样容易漏电而且插上电吹风和卷发棒都是松动的，需要用手扶着固定才能保证一直通电，非常危险。_x000D_
房间空调是坏的，房间温度高达30度，住起来非常不舒适。_x000D_
房间有一个空气净化器，插上之后，PM2.5一直是超高的数值，直接到了好几百（其实最高到了700多，图片是500多的时候拍摄的），而一直在亮红灯，不知道这个房间到底空气有多差，可能已经对我的身体健康造成了威胁。",,秀英xx颖,2022-05-05,1,负向
805,亚朵酒店,环境很差，房间灯光特别特别暗，天花板发霉，卫生间门板翘起来。定了两个晚上，第二天叫了两次前台帮收拾下垃圾桶，答应了却直到退房都没来打扫，体验感不佳，非必要不入住吧。,,欢xx璐,2022-12-13,1,负向
806,亚朵酒店,服务：服务不是很好，刚入住的时候听到前台在那议论顾客，牙刷也没有放，还要我自己下去拿，洗发水洗发露都是过期的，房间很小，不通气，体验感?,,雪梅xx平,2022-05-04,1,负向
807,亚朵酒店,"1217房半夜十二点，凌晨四点，早上七点，间隔几分钟一次，隔壁房间只要用水和关水，都有噔噔，或噔噔噔的声音，像敲门声，声音绝对可以把你从梦中吵醒的那种。_x000D_
房间被子有血迹污垢，电话半小时后小哥拿了一条没有套好的还有污迹的被子来说帮忙房间里换被套？？！！酒店就没有多一条被子了吗？",,玉珍xx丽华,2022-12-29,1,负向
808,亚朵酒店,太多问题了，非必要不建议入住，灯全部开完了都不够亮，设施陈旧，墙皮靠床都掉皮了，暖气也不暖，厕所还没有衣服的挂钩，淋浴的地板像是架空上去的，站上去很没有安全感，WiFi也是很卡很慢的，这个价钱真的不值??,,建平xx宁,2022-10-08,1,负向
809,亚朵酒店,蜘蛛网、墙皮脱落、暗房？房间还巨吵……这不不合适吧？还是来福士广场旁边的酒店….,,梅xx冬梅,2022-07-07,1,负向
810,亚朵酒店,"卫生间旧，特别脏浴缸脏。卫生间清洁不干净，卫生间有异味，卫生间灯光过暗，卫生间防滑措施不到位，卫生间漏水。毛巾浴巾太硬，床单被子有味道，床垫有噪音，吹风机风太小，牙刷掉毛，牙膏差，洗浴用品质量差，一次性拖鞋太薄。_x000D_
去过非常多的地方，这是住过最差的酒店，没有之一。房间特别脏，到处都是灰尘，和没有人打扫一样，连马桶都是坏的，门锁也是坏的，跟客房服务人员打电话，态度也非常差，叫他送一瓶水上来，他说保安出去了只能自己下来拿，态度非常差第一次见你叫客人自己下来拿东西的。真的非常非常差，千万不要来 ，那些给好评的都是商家用来刷的???????????????????重要的事情说三遍，千万不要来，千万不要来，千万不要来?真的非常差劲，我们都直接连夜换酒店。要是说满分100分的话，我给0分",,荣xx志强,2022-07-23,1,负向
811,亚朵酒店,住的最差的一次酒店，窗户外面就是空调压缩机，还不是一个，是一堆，屋里了声音就跟在耳边一样，特别吵，根本没办法睡觉,,浩xx东,2022-03-17,1,负向
812,亚朵酒店,"对整个房间的印象非常差！大冷天的进门想先洗个手 然后发现洗手池一点都不下水。工人上来检查发现全被毛发堵塞了 。我很不理解：阿姨打扫卫生的时候不会用水的吗？这么严重的堵塞居然不能提前发现？水龙头满是水垢，花洒掉漆、出水口堵塞、支架坏的不能用。淋浴间地面坏的，直接铺了两块砖（而且还没摆正）。水壶很脏根本不敢用，但不得不用，因为洗手池水龙头最热也仅仅是温凉水。墙面大量污渍。屋内光线很差，收拾行李的时候都看不清楚。一间房只有一张房卡没有多，一天只有两瓶水也没有多。隔音不好，隔壁咳嗽都听得清清楚楚。_x000D_
对该店很失望，对上海很失望",,婷婷xx波,2022-05-17,1,负向
813,亚朵酒店,快跑快跑快跑别来住 房间连门闩都没有 马桶空调也一直嗡嗡响 最先定的房间正对着隔壁大厦的风机和空调外机 吵得要死,,东xx欢,2022-04-14,1,负向
814,亚朵酒店,从进门地下到床上没有一个地方是干净的，地下各种污渍，沙发脏到根本没有办法坐，床上也是分不清楚的各种污渍。这是这么多年见过唯一这么脏的民宿。,,波xx秀兰,2022-01-04,1,负向
815,亚朵酒店,酒店位置很好。但是环境太差了，窗户外面就是对面大楼的外墙，房间里即使白天灯全部打开也是昏暗。有霉味。卫生状况，洗脸池里还有之前住客留下的一粒米饭，干掉了，自来水都冲不掉。淋浴间角落也是很脏,,东xx萍,2022-10-15,1,负向
816,亚朵酒店,"嗯～也是第一次写评论，但没想到却是如此。粗略说一下，为了景观和舒适，特意选了一个景观大床房，价格节假日上涨都能理解，但房间内的设施的确拿不出手啊。窗台上、窗户铝合金边框、电视、电视柜上都有厚厚的灰尘。_x000D_
在用热水壶烧水时，架子上忽然掉落几个灰尘毛球，入住心情急剧下降。_x000D_
为了节能洗手间内安装感应灯能理解，但淋浴间的灯是坏的开不了。_x000D_
房间内空调风机有异响、房间内灯光不足（也有可能是我需求比较亮一点吧）、房间内共5个还是6个插座，其中3个两脚插座、1个三脚插座都是不能用的，设施建设及维护跟不上。",,燕xx玉兰,2022-04-24,1,负向
817,亚朵酒店,"房间一般，走道地毯太多毛发非常脏，服务也是一般。_x000D_
离店时自带刚开瓶的敏感性洁肤乳忘了取，去电话询问说有找到，结果到了酒店一看洁肤乳被掉包，说再去查询，也没找到，总体给人感觉酒店的人员管理或素质很有问题!",,鹏xx建军,2022-12-06,1,负向
818,亚朵酒店,"已经是第二次入住了 2021年就和老公住了一次 之前灯光就很昏暗 所以这次订酒店就不想再定这家了 已经忘记什么名字了 结果导航过来一看还是这家 无语_x000D_
设施：设施老旧 已经装修很多年了 房间灯光很暗 给人感觉很压抑 其他设施不能更新 最基本的灯要更新一下吧_x000D_
卫生：卫生一般 _x000D_
环境：为了逛步行街 才选择的近一点 地理位置很好_x000D_
服务：前台人员服务一般！很一般！全程冷漠！",,丹丹xx雪梅,2022-08-10,1,负向
819,亚朵酒店,服务和位置都不错；卫生间洗浴龙头坏的，洗澡间地上的三块石板哐当响，要求不高这些都还能接受；低分的原因是：睡到半夜突然一下门被打开了，书桌凳子放在门口发出的声音把我惊醒了，我问谁啊，然后又把门关上走了，大半夜的吓得不轻。,,丽娟xx琴,2022-11-10,1,负向
